order_id;user_id;merchant_id;Booking_state_simple;Time_Order;trading_value;city_id;taxi_type_id;basket_size;GMV;commission_from_merchant
4228163505;17714298;AWgRzWL25b9pQDOtz9o3;UNALLOCATED;10/01/2022 09:29;417940;9;1510;215600;235600;13720
5041541445;57431439;AWgOV0Nz5b9pQDOtORmY;COMPLETED;10/01/2022 09:34;93289;9;1510;181300;201300;11537
6670164859;29719870;5-C2JKJRBBTU6TV2;UNALLOCATED;10/01/2022 09:37;152978;9;1510;158000;178000;10055
6697573189;29719870;5-C2JKJRBBVJXYJJ;COMPLETED;10/01/2022 09:41;667550;9;1510;196300;216300;12492
1319453931;37790412;AWgOV0Nz5b9pQDOtORmY;CANCELLED_DRIVER;10/01/2022 10:00;126895;9;1510;681900;701900;43394
3956734318;83005883;AWgOV6m66sn1d-vrP_Zw;UNALLOCATED;10/01/2022 10:05;177223;9;1510;89000;109000;5664
1706165551;78820081;AWgOV6m66sn1d-vrP_Zw;UNALLOCATED;10/01/2022 10:07;33343;9;1510;266300;286300;16946
1121010650;24448833;5-CZEXCPU3TLBBA6;COMPLETED;10/01/2022 10:43;5035295;9;10066;24;25;0
8595661837;16079061;AWgRzE-pU0GQ11lNgBZV;COMPLETED;10/01/2022 11:09;77930;9;1510;529600;549600;33702
4302788770;78820081;5-C2NKALMDN6EHKA;COMPLETED;10/01/2022 11:12;399660;9;10066;710000;746000;45182
8965601370;42845952;AWgRzuVTLieWGVhxlMZb;UNALLOCATED;10/01/2022 11:16;72840;9;1510;97300;117300;6192
2491821334;80678125;AWgOWhxjLieWGVhxAnSX;COMPLETED;10/01/2022 11:21;110630;9;1510;214600;234600;13656
2084752259;57628277;5-C22ZR2JYJTUHLX;UNALLOCATED;10/01/2022 11:22;17102;9;1510;120000;120000;0
1501668028;78364882;AWgOV0Nz5b9pQDOtORmY;COMPLETED;10/01/2022 13:01;157747;9;1510;341600;361600;21738
3388558946;57422427;AWgOWOWpU0GQ11lN-DEI;UNALLOCATED;10/01/2022 13:36;18848;9;1510;299600;319600;19065
7910119694;81676526;AWgRzE-pU0GQ11lNgBZV;COMPLETED;10/01/2022 13:55;71117;9;1510;97300;117300;6192
4379098966;16395054;AWgRzjthU0GQ11lNgTP7;COMPLETED;10/01/2022 14:02;218169;9;1510;235300;255300;14974
6004528149;89284768;AWgRzWL25b9pQDOtz9o3;COMPLETED;10/01/2022 14:07;555337;9;1510;299300;319300;19046
8671975702;57431439;AWgRzE-pU0GQ11lNgBZV;CANCELLED_DRIVER;11/01/2022 09:36;104821;9;1510;138000;158000;8782
7056143650;57431439;AWgOWOWpU0GQ11lN-DEI;CANCELLED_DRIVER;11/01/2022 09:41;75630;9;1510;128300;148300;8165
4666635836;80678125;AWgRy3ponMVKL6mzncsG;UNALLOCATED;11/01/2022 09:45;176818;9;1510;97300;117300;6192
5800265802;37305184;AWgOV3WQnMVKL6mzUEbs;COMPLETED;11/01/2022 09:58;45253;9;1510;118300;138300;7528
2901682259;71300450;AWgOWEibU0GQ11lN99Fr;UNALLOCATED;11/01/2022 10:13;81826;9;1510;296000;316000;18836
7259598297;78434551;5-C2JKJRBBVX3KME;COMPLETED;11/01/2022 10:20;139764;9;1510;417300;437300;26555
8404092636;29719870;AWgOWOWpU0GQ11lN-DEI;CANCELLED_DRIVER;11/01/2022 10:37;89415;9;1510;215600;235600;13720
6221968484;78820081;5-C2JKJRBCL6DVL2;UNALLOCATED;11/01/2022 10:41;211706;14;3490;128000;148000;8145
8803547563;57431439;5-C2JKJRBCGBNWLN;CANCELLED_DRIVER;11/01/2022 13:34;89153;14;3490;418000;438000;26600
8756939311;78434551;AWgRy3ponMVKL6mzncsG;COMPLETED;11/01/2022 13:40;304624;9;1510;128300;148300;8165
4828067139;48530705;AWgOWOWpU0GQ11lN-DEI;CANCELLED_DRIVER;11/01/2022 13:48;218776;9;1510;362600;382600;23075
5397554257;57431439;AWgRy3ponMVKL6mzncsG;UNALLOCATED;11/01/2022 13:48;47404;9;1510;138000;158000;8782
3333568929;83918962;AWgRy3ponMVKL6mzncsG;COMPLETED;11/01/2022 14:14;118732;9;1510;118300;138300;7528
5394577202;71300450;5-C2W3TVCARUVCCJ;UNALLOCATED;11/01/2022 14:16;15300;93;9032;150000;172000;27273
6454635361;42845952;5-C2JKJRBBVX3KME;CANCELLED_DRIVER;12/01/2022 09:18;108491;9;1510;471200;491200;29985
4809119813;78820081;AWgOV0Nz5b9pQDOtORmY;COMPLETED;12/01/2022 09:18;282225;9;1510;279300;299300;17774
4043862960;81676526;5-C2CGJXAAGYL3LN;UNALLOCATED;12/01/2022 09:22;103352;9;1510;58000;75000;11682
4753352606;17433986;5-C2JKJRBCGPKBL6;UNALLOCATED;12/01/2022 09:33;73872;9;1510;401600;421600;25556
3476348827;91311000;AWgRzZgMLieWGVhxlBKG;UNALLOCATED;12/01/2022 09:43;78980;9;1510;268000;288000;17055
1301138252;31493375;5-C2JKJRBCFAMFTX;CANCELLED_DRIVER;12/01/2022 09:49;62614;9;1510;181300;201300;11537
5012165693;16079061;AWgRzE-pU0GQ11lNgBZV;COMPLETED;12/01/2022 09:52;125629;9;1510;89000;109000;5664
4777728735;48477974;5-C2JKJRBCEZMXGX;UNALLOCATED;12/01/2022 09:56;86587;14;3490;69000;89000;4391
6998458741;78299912;AWgRzIaSLieWGVhxk4hj;UNALLOCATED;12/01/2022 10:28;283237;14;3490;148000;168000;9418
1278186553;49303904;AWgOWHzCUxnp0OW73cEg;UNALLOCATED;12/01/2022 11:10;46107;9;1510;108000;128000;6873
6948970499;16747073;5-C2JKJRBBVJXYJJ;CANCELLED_DRIVER;12/01/2022 13:12;53348;9;1510;158000;178000;10055
8589139363;13633008;AWgRy-P-nMVKL6mzneUU;COMPLETED;13/01/2022 09:15;68685;9;1510;240300;260300;15292
8007082646;37790412;AWgOWEibU0GQ11lN99Fr;CANCELLED_DRIVER;13/01/2022 09:24;62636;9;1510;205300;225300;13065
8299210498;46989720;AWgRzS9hU0GQ11lNgJd2;COMPLETED;13/01/2022 09:24;2333017;9;1510;215300;235300;13701
3584340955;81676526;AWgRzIaSLieWGVhxk4hj;COMPLETED;13/01/2022 09:30;1784595;14;3490;79000;99000;5027
6389691951;17714298;5-C2JKJRBCFAMFTX;CANCELLED_DRIVER;13/01/2022 09:54;19386;9;1510;166300;186300;10583
7029484528;74712688;AWgRy6_wU0GQ11lNf7tq;COMPLETED;13/01/2022 09:56;84322;9;1510;107300;127300;6828
2020601678;37790412;5-C2JKJRBCEZMXGX;CANCELLED_DRIVER;13/01/2022 09:56;995445;14;3490;328000;348000;20873
6880575400;16079061;5-C2JKJRBCGB3AT6;CANCELLED_DRIVER;13/01/2022 10:19;100940;14;3490;387000;407000;24627
3393569570;50770031;5-C2JKJRBCGB3AT6;COMPLETED;13/01/2022 10:26;289434;14;3490;406000;426000;25836
1931382954;71300450;5-CZC3TBU2LFAEPA;UNALLOCATED;13/01/2022 10:40;137478;24;2980;250000;287000;45455
2846389592;37790412;5-C2JKJRBBVJXYJJ;COMPLETED;13/01/2022 11:04;197836;9;1510;158000;178000;10055
4496726080;16079061;5-C2JKJRBCAE4TAJ;COMPLETED;13/01/2022 11:12;184313;9;1510;396300;416300;25219
4794835543;31493375;5-C2JKJRBBVX3KME;UNALLOCATED;13/01/2022 11:21;66012;9;1510;118300;138300;7528
7812251609;78299912;5-C2JKJRBBVJXYJJ;CANCELLED_DRIVER;13/01/2022 13:51;224040;9;1510;118300;138300;7528
8476372727;71300450;AWgOWOWpU0GQ11lN-DEI;COMPLETED;14/01/2022 09:21;56027;9;1510;473900;493900;30157
7955390238;59124362;AWgRzE-pU0GQ11lNgBZV;COMPLETED;14/01/2022 09:40;68547;9;1510;196300;216300;12492
1031444093;15515239;5-C2JKJRBBVX3KME;UNALLOCATED;14/01/2022 09:45;545272;9;1510;146300;166300;9310
7432983868;57628277;AWgRzWL25b9pQDOtz9o3;UNALLOCATED;14/01/2022 10:02;108942;9;1510;146300;166300;9310
5280235272;78820081;AWgRy6_wU0GQ11lNf7tq;UNALLOCATED;14/01/2022 10:07;193821;9;1510;402600;422600;25620
3160680848;37790412;AWgOV0Nz5b9pQDOtORmY;COMPLETED;14/01/2022 10:08;38782;9;1510;181300;201300;11537
6450864929;37790412;AWgRzBk8Uxnp0OW7KQeF;CANCELLED_DRIVER;14/01/2022 11:01;312440;9;1510;357600;377600;22756
5264002189;49303904;VNGFVN000001hz;COMPLETED;14/01/2022 11:08;127803;9;1510;545000;577000;68591
1901121858;57422427;AWgOWHzCUxnp0OW73cEg;COMPLETED;17/01/2022 09:18;45026;9;1510;146300;166300;9310
7116854564;78820081;5-C23XC24EUCEFRX;UNALLOCATED;17/01/2022 09:19;201713;9;1510;40000;60000;9091
6073542087;64311991;AWgRzWL25b9pQDOtz9o3;COMPLETED;17/01/2022 09:19;116372;9;1510;118300;138300;7528
6218834661;31493375;5-C2JKJRBBVX3KME;COMPLETED;17/01/2022 09:20;116076;9;1510;79000;99000;5027
4521670461;78434551;5-CY22A2VJATMWVE;UNALLOCATED;17/01/2022 09:24;177078;24;2980;110000;128000;20000
4017930059;83005883;AWgRy6_wU0GQ11lNf7tq;CANCELLED_DRIVER;17/01/2022 09:33;128808;9;1510;89000;109000;5664
2806999962;42845952;5-C2CER7CDLT5WSA;COMPLETED;17/01/2022 09:38;108429;24;2980;65000;82000;8000
1388385579;78820081;AWgRzBk8Uxnp0OW7KQeF;COMPLETED;17/01/2022 09:51;707848;9;1510;308000;328000;19600
3397958990;74712688;5-C2JKJRBCEZMXGX;COMPLETED;17/01/2022 10:58;139878;14;3490;218000;238000;13873
6933262022;17433986;AWgRzE-pU0GQ11lNgBZV;CANCELLED_DRIVER;17/01/2022 11:04;103258;9;1510;128000;148000;8145
9204349838;64432110;5-C2JKJRBCAE4TAJ;UNALLOCATED;17/01/2022 11:21;250521;9;1510;89000;109000;5664
1458632385;78299912;5-CY4XGEV3CVD2HA;UNALLOCATED;17/01/2022 13:11;49785;9;1510;57000;86000;12955
4892159580;78299912;AWgRzIaSLieWGVhxk4hj;UNALLOCATED;17/01/2022 13:20;41316;14;3490;169000;189000;10755
4221051993;89284768;5-C2JKJRBCEZMXGX;COMPLETED;18/01/2022 09:17;2041444;14;3490;89000;109000;5664
3123715306;83918962;5-C2UEMBATFFEYT6;COMPLETED;18/01/2022 09:21;209158;24;2980;26500;57500;4818
1691278133;16079061;5-C2JKJRBCAE4TAJ;CANCELLED_DRIVER;18/01/2022 09:21;75367;9;1510;97300;117300;6192
6532198050;32336546;AWgOWebAUxnp0OW73jIu;COMPLETED;18/01/2022 09:22;11102;9;1510;401600;421600;25556
4839173745;49303904;5-C2JKJRBCFAMFTX;CANCELLED_DRIVER;18/01/2022 09:22;81510;9;1510;250300;270300;15928
3700296641;15515239;5-C2JKJRBCGB3AT6;COMPLETED;18/01/2022 09:23;49349;14;3490;149000;169000;9482
7048079337;78820081;AWgRy3ponMVKL6mzncsG;COMPLETED;18/01/2022 09:23;227825;9;1510;276300;296300;17583
2668524958;16747073;AWgRy6_wU0GQ11lNf7tq;CANCELLED_DRIVER;18/01/2022 09:35;64681;9;1510;89000;109000;5664
8430230649;91311000;5-C2JKJRBBVJXYJJ;CANCELLED_DRIVER;18/01/2022 09:53;43548;9;1510;97300;117300;6192
2554196223;81676526;5-CZCXR8N1A6KFN2;COMPLETED;18/01/2022 11:26;53020;9;1510;68000;89000;6000
8190454627;59124362;AWgRzZgMLieWGVhxlBKG;COMPLETED;18/01/2022 13:20;28239;9;1510;118300;138300;7528
6686078268;17714298;AWgRzjthU0GQ11lNgTP7;COMPLETED;18/01/2022 13:22;1892132;9;1510;118300;138300;7528
7808968095;83005883;5-C2ATDCMKHF3BNA;CANCELLED_DRIVER;18/01/2022 14:22;188042;9;1510;104000;121000;23636
6031700310;74712688;AWgRzjthU0GQ11lNgTP7;COMPLETED;18/01/2022 14:27;81455;9;1510;187300;207300;11919
8914051100;57422427;AWgOWOWpU0GQ11lN-DEI;COMPLETED;19/01/2022 09:21;45536;9;1510;158000;178000;10055
5234667803;57431439;AWgOWebAUxnp0OW73jIu;UNALLOCATED;19/01/2022 09:21;39340;9;1510;69000;89000;4391
3574029411;78434551;AWgRzgV1Uxnp0OW7KYdd;UNALLOCATED;19/01/2022 09:25;270645;9;1510;256300;276300;16310
2385263932;78364882;5-C2JKJRBCL6DVL2;COMPLETED;19/01/2022 09:38;46435;14;3490;247000;267000;15718
8023376940;50770031;AWgRzIaSLieWGVhxk4hj;CANCELLED_DRIVER;19/01/2022 09:48;236452;14;3490;248000;268000;15782
1420129292;78820081;AWgRzjthU0GQ11lNgTP7;COMPLETED;19/01/2022 09:53;241378;9;1510;69000;89000;4391
8983425285;78434551;AWgOWOWpU0GQ11lN-DEI;COMPLETED;19/01/2022 10:54;63451;9;1510;250300;270300;15928
4727807936;37305184;AWgRzjthU0GQ11lNgTP7;CANCELLED_DRIVER;19/01/2022 10:55;94662;9;1510;118300;138300;7528
3567160631;64223232;AWgOV0Nz5b9pQDOtORmY;UNALLOCATED;19/01/2022 13:19;86185;9;1510;181300;201300;11537
5789685602;89284768;AWgRy3ponMVKL6mzncsG;UNALLOCATED;19/01/2022 13:20;1569704;9;1510;278600;298600;17729
5463606728;57422427;5-C2TJVNLXEZJAJ2;CANCELLED_DRIVER;19/01/2022 13:27;38074;9;1510;90000;111000;12273
2552579815;64223232;5-C2EWCAT3AFTYE2;COMPLETED;19/01/2022 14:01;43754;9;1510;43000;63000;7818
1559864406;16747073;AWgOV6m66sn1d-vrP_Zw;UNALLOCATED;19/01/2022 14:04;90155;9;1510;148000;168000;9418
3105107687;59124362;AWgOV6m66sn1d-vrP_Zw;COMPLETED;20/01/2022 09:17;83624;9;1510;178000;198000;11327
2375235651;29719870;VNGFVN000009f0;COMPLETED;20/01/2022 09:20;157384;24;2980;140000;157000;19091
7352158183;16079061;5-C2JKJRBBVJXYJJ;COMPLETED;20/01/2022 09:21;194846;9;1510;118300;138300;7528
3613233226;81676526;5-C2V3VTJEAPDWVN;UNALLOCATED;20/01/2022 10:32;1563847;9;10066;40000;62000;5455
7732292965;48530705;VNGFVN000008jy;COMPLETED;20/01/2022 11:25;35675;24;2980;282000;314000;33327
2265217176;91311000;AWgRzZgMLieWGVhxlBKG;COMPLETED;20/01/2022 11:27;86820;9;1510;278600;298600;17729
5131692479;83918962;5-CYTYG8EKLJ3DWE;UNALLOCATED;20/01/2022 13:20;137035;9;1510;45000;65000;8182
3995453649;48530705;AWgOWEibU0GQ11lN99Fr;CANCELLED_DRIVER;20/01/2022 13:37;163221;9;1510;883600;903600;56229
4292829665;17433986;AWgOWEibU0GQ11lN99Fr;COMPLETED;20/01/2022 14:18;1032874;9;1510;217300;237300;13828
2202214162;78176011;AWgRzIaSLieWGVhxk4hj;UNALLOCATED;21/01/2022 09:20;703988;14;3490;198000;218000;12600
7743866118;78299912;5-C2JKJRBCEZMXGX;CANCELLED_DRIVER;21/01/2022 09:21;1675834;14;3490;308000;328000;19600
3574787066;64311991;5-C2JKJRBBUEJYPE;COMPLETED;21/01/2022 09:22;82898;14;3490;268000;288000;17055
5012422777;37305184;5-C2UGFBWUE3MXUA;COMPLETED;21/01/2022 09:45;5737537;9;10066;43000;65000;0
4669163163;69165320;5-C2JKJRBBUEJYPE;COMPLETED;21/01/2022 09:47;150664;14;3490;656000;676000;41745
6060623518;89284768;VNGFVN0000000e;COMPLETED;21/01/2022 09:59;467674;9;1510;155000;176000;16909
8777714020;78299912;5-C2NFMAT1FCC1VX;COMPLETED;21/01/2022 10:16;252324;9;10066;307000;326000;33491
3625403541;48530705;5-C2JKJRBCFAMFTX;CANCELLED_DRIVER;21/01/2022 10:28;93760;9;1510;118300;138300;7528
5100472223;64223232;5-C2BBLE6CE7DKJA;COMPLETED;21/01/2022 13:20;10536;9;1510;43000;63000;9773
1586150378;16079061;5-C2JKJRBCEZMXGX;UNALLOCATED;21/01/2022 13:42;89939;14;3490;307000;327000;19536
7609632079;74712688;5-C2JKJRBCFAMFTX;CANCELLED_DRIVER;23/01/2022 22:50;55569;9;1510;789900;809900;50266
8284472889;71300450;AWgRzuVTLieWGVhxlMZb;COMPLETED;24/01/2022 09:11;178624;9;1510;97300;117300;6192
8702105763;16395054;5-C2TXWGDXMAJAG6;CANCELLED_DRIVER;24/01/2022 09:21;55492;9;10066;90500;131500;4114
2071815094;91311000;AWgRzIaSLieWGVhxk4hj;CANCELLED_DRIVER;24/01/2022 09:23;74778;14;3490;169000;189000;10755
3345319736;64311991;5-C2JKJRBBVX3KME;COMPLETED;24/01/2022 09:30;169089;9;1510;292600;312600;18620
8579728184;80678125;AWgRz1rOUxnp0OW7Kehz;COMPLETED;24/01/2022 10:30;89402;14;3490;297000;317000;18900
7856266224;32336546;AWgOV6m66sn1d-vrP_Zw;UNALLOCATED;24/01/2022 11:29;66312;9;1510;219000;239000;13936
4505059720;71300450;VNGFVN0000004m;COMPLETED;24/01/2022 11:44;44244;9;1510;65000;86000;8864
3324185763;57628277;AWgOWOWpU0GQ11lN-DEI;CANCELLED_DRIVER;24/01/2022 15:29;46320;9;1510;221300;241300;14083
6752982126;64311991;AWgRzgV1Uxnp0OW7KYdd;COMPLETED;25/01/2022 09:37;87399;9;1510;129000;149000;8209
2628541298;74712688;5-CZE3MFMWVEMANX;UNALLOCATED;25/01/2022 09:38;111692;9;1510;46000;66000;10455
4832458058;17433986;5-C2JKJRBCGPKBL6;COMPLETED;25/01/2022 09:44;54078;9;1510;181300;201300;11537
1661884845;15515239;5-CZEJLF6FMCJYTX;COMPLETED;25/01/2022 09:53;417974;9;1510;40000;65000;6773
3737551657;78434551;5-C2JKJRBCAE4TAJ;COMPLETED;25/01/2022 10:00;61882;9;1510;260300;280300;16565
3889509492;44453415;5-C2JKJRBCEZMXGX;CANCELLED_DRIVER;25/01/2022 11:29;29743;14;3490;139000;159000;8845
3732928594;78820081;5-C2VYHB3CV62WNJ;COMPLETED;25/01/2022 11:30;139833;9;1510;44000;64000;8000
7143527218;42845952;AWgRzS9hU0GQ11lNgJd2;COMPLETED;25/01/2022 11:33;82039;9;1510;187300;207300;11919
1424205355;78434551;5-C2U2DA2JTVJ2JA;CANCELLED_DRIVER;25/01/2022 12:58;271508;9;10066;14000;36000;1680
6031598384;17714298;5-CYWCT2V1RNWTVJ;CANCELLED_DRIVER;25/01/2022 13:03;455297;9;1510;98000;115000;7145
3742132963;78820081;AWgRzIaSLieWGVhxk4hj;COMPLETED;25/01/2022 13:10;497209;14;3490;328000;348000;20873
3876860894;64432110;AWgOWhxjLieWGVhxAnSX;CANCELLED_DRIVER;25/01/2022 17:28;133328;9;1510;299300;319300;19046
2796059929;78434551;5-CY5FNPBWAFVZT6;COMPLETED;26/01/2022 09:02;359197;9;1510;132000;154000;12000
3909409576;15515239;5-C2JKJRBBVJXYJJ;COMPLETED;26/01/2022 09:52;90781;9;1510;288000;308000;18327
2000720003;83005883;AWgRzE-pU0GQ11lNgBZV;UNALLOCATED;26/01/2022 10:26;20915;9;1510;69000;89000;4391
5496064614;74712688;AWgOWLAJU0GQ11lN-BEV;COMPLETED;26/01/2022 10:38;134774;9;1510;278600;298600;17729
8729755025;64223232;AWgOWEibU0GQ11lN99Fr;UNALLOCATED;26/01/2022 10:45;41196;9;1510;196300;216300;12492
8654995895;31493375;VNGFVN000006i9;UNALLOCATED;26/01/2022 11:29;93808;9;1510;104000;142000;12896
7274352532;64311991;5-C2U1FAAYPATJLT;UNALLOCATED;26/01/2022 13:34;2593274;24;2980;42000;59000;7636
5193538656;57422427;AWgRz5Oi5b9pQDOt0RGi;CANCELLED_DRIVER;26/01/2022 14:00;59159;14;3490;139000;159000;8845
